Source,Relation,Target,Weight
caste,RETAIN,strong structural similarity all across the sub-continent,1
tribal communities,BORROW,caste based terminology for their social heirarchies,1
this book,ATTEMPT,exercise,1
history of india under colonialism,BE,usually based on a study of these civilisational centres,1
subaltern studies collective,MAKE,attempts to focus exclusively on the history of areas outside of these,1
guha's book,BE,most representative of this genre,1
arnold's study,BE,the most representative of this genre,1
hardiman's book,BE,the most representative of this genre,1
border zones,BE CLASSIFIED AS,one undifferentiated category,1
these areas,HAVE THEIR HISTORY RETRIEVED,primarily as struggle against civilisational centres and elites,1
civilisational centres,DOMINATE AND EXPLOIT,"marginal, oppressed people",1
histories,BE WRITTEN,as narratives of contestation with social formation of civilisational centres or colonialism,1
india,HAVE TERRITORIAL BOUNDARIES,referred to as,1
western himalayas,BE STUDIED AS AN AREA FALLING IN,second type of border zones,1
owen lattimore,INFLUENCE UNDERSTANDING OF BORDERS,historical contexts,1
mountains,MARK THESE TYPES OF BORDERS,as a significant geographical feature,1
forests,FORM BOUNDARIES,but prone to erasure by growing population and expanding trade,1
himalayas,REMAIN RELATIVELY UNTOUCHED BY CONTACT WITH,neighbouring riparian civilisations,1
anthropological and sociological literature,USE,concepts derived from the societies of the plains,1
concept 'caste',OPEN,the door to scholars for the wholesale deployment of alien sociological concepts,1
nineteenth century british writers,USE,the word ‘caste’ without much conceptual clarity,1
gerald d. berreman,USE,term and concept of caste in his book,1
majumdar,STUDY,polyandry in the western himalayas,1
"simla states, doon valley, kullu and kangra valleys",EXIST,hierarchy of social status,1
upper class,CONSIST,brahmins and rajputs (kshatriyas),1
lower strata,COMPOSED OF,innumerable social groups who form the artisan elements in the population,1
berreman,ACCEPT,two-fold division in this region which runs along the lines of the khashas and the doms,1
ritual purity,NOT PLAY,"significant role in the relations between the two castes, or their sub-castes",1
berreman and majumdar,CONTINUE,applying it as the central concept for understanding the region’s social structure,1
the structure of their methodology,PRIVILEGE,the present over the past,1
caste,BECOME,the dominant form in which social identities were increasingly expressed by the himalayan peasant,1
this book,HAVE DELIBERATELY BEEN KEPT CLOSE TO A TRADITIONAL HISTORICAL NARRATIVE WHICH SPENDS MORE TIME DESCRIBING THE FACTS AND HISTORICAL PROCESSES,rather than one which engages in historiographical contestations,1
the first two chapters of this book,TRY AND DETAIL,"the deep points of divergence, both physical and social, between the western himalayas and the plains of north india",1
processes,PLAYED,agriculture,1
transition,COMPLETE,state,1
north indian plains,DESCRIBE,romila thapar,1
first millennium,BEGIN,process,1
ganga valley,BE,mid-first millennium b.c.,1
himalayan peasants,NEGOTIATE,demands,1
clan,STRUGGLE,state,1
colonial state,ENTER,historical stage,1
himalayan peasant,CONTINUE,negotiating changes,1
region,LOSE,centrality to the british colonial project in india,1
british rule,STABILISE,here,1
colonial officers,ITCH,reform local society,1
hindustan-tibet road,BUILD,1850s,1
british settlements,ESTABLISH,more durable,1
himalayan peasants,CARRY,baggage,1
british,ENCROACH,"village sites or farmlands, local pastures or forests",1
villagers,TREK,homes in the valleys and british residences on the mountain tops and ridges,1
british,INTERFERE,established patterns of life,1
indian population,COMPOSE,"people from the plains, some from bengal and madras presidencies",1
colonial state,INTRODUCE,commercial forestry,1
british,CONQUER,territories from the gurkhas,1
royal asiatic society of bengal expedition,REPORT,"extent, nature and commercial possibilities of the wood available in the western himalayas",1
british and other european traders,LOG,"valleys of the sutlej and yamuna at least, if the descriptions in h.",1
loggers,TRANSPORT,logs down the big rivers,1
rampur,CAPITAL_OF,bushahr,1
mandi state,CAPITAL_WAS_SITUATED_ON,banks of the beas,1
british rule,PROVIDED_ENABLING_TOOLS_FOR,social and political integration of the region,1
money,IMPACTED_ON,local economy and society,1
establishment of hill stations,WAS_AMONG_THE_ENABLING_TOOLS,social and political integration of the region,1
education and new professions,IMPACTED_ON,the people,1
british government,RULED_DIRECTLY_IN_AREAS_WHERE_THE_HILL_STATE_LAPSED,daily workings and internal authority of the clans,1
hill stations,HAD_A_LARGE_POPULATION_OF_NON-EUROPEANS,"officials, traders, educationists, political personalities and others from the different corners of the british indian empire",1
himalayan people,INTEGRATE,religious practices and social identities,1
hill stations,NUCLEI FOR,markets,1
peasant,PRESENTED WITH,young indian nation,1
aal clan,REFERS TO,marriage type,1
asura,LITERALLY REFERS TO,demon,1
athara thakurai,NAME GIVEN TO,principalities,1
punjab hill states,FORMED THE SIMLA HILL STATES WITHIN,none,1
labour,"AVERAGED ONE MALE'S FOR SIX MONTHS OF THE YEAR, PER FAMILY",none,1
basa/bassa,OWNED BY,king and immediate royal family,1
bethus,CULTIVATED BY,none,1
rulers,COMPULSORY LABOUR PROVIDED BY SUBJECTS TO,none,1
koli,SYNONYM FOR,betheu,1
bhaichara,RECIPROCAL LABOUR GIVEN AND RECEIVED BY MEMBERS OF,bowara,1
chauki,POLICE POST,none,1
peasants,"REFUSAL TO ACCEPT ORDERS FROM SUPERIORS, REBELLION, AND NON-COOPERATION WITH",rulers and their agents,1
clarifications,INTERPRETATIONS,panchayat act,1
grant-in-aid,TO PANCHAYATS,1943,1
report,ON THE WORK OF ASSISTANT PANCHAYAT,"officer, simla",1
classification,OF PANCHAYATS,1939,1
agricultural facilities,AND USE OF MANURE IN,simla district,1
settlement report,OF GHUND STATE,himachal pradesh secretariat library,1
correspondence,RELATING TO JUBBAL AFFAIRS,"1833–1857, h.p. secretariat library, simla",1
master chandramani kashyap,OF BHAGWAN MOHALLA,"mandi town, himachal pradesh",1
deep chand tomar,AND HIS FATHER,"village shillai, district sirmaur, himachal pradesh",1
national archives of india,FOREIGN DEPARTMENT,secret branch,1
r/1/29/1950,"LETTER FROM RESIDENT, PUNJAB STATES TO SECRETARY, FOREIGN DEPARTMENT, GOVERNMENT OF INDIA DATED",20.07.1939,1
report on dhami firing,DATED,"27.07.1939, no. 2/39",1
note by political agent,DATED,"06.02.1940, from resident, punjab states to political advisor, crown representative",1
political agent,TO,resident,1
c.u. aitchison,AUTHOR OF,"a collection of treaties, engagements and sanads",1
harriet georgiana maria murray aynsley,AUTHOR OF,"an account of a three months tour from simla through bussahir, kunowar and spiti, to lahoul",1
c.,AUTHOR OF,"memorandum on the district of bussahir, and the pacification of the disaffected portion of its inhabitants",1
g.c. barnes,AUTHOR OF,"kangra settlement report, 1850",1
d. briggs,AUTHOR OF,"report of the operations connected with the hindostan and thibet road, from 1850 to 1855",1
e.j. buck,AUTHOR OF,"simla: past and present, etc",1
census of india,REPORT OF,1881,1
census of india,REPORT OF,1891,1
census of india,REPORT OF,1911,1
census of india,REPORT OF,1931,1
h. cleghorn,AUTHOR OF,report upon the forests of the punjab and the western himalaya,1
william coldstream,AUTHOR OF,manuscript history of the punjab hill states,1
william crooke,AUTHOR OF,the tribes and castes of north western provinces and oudh,1
a.h. diack,AUTHOR OF,"revised settlement – kullu sub-division of kangra district, 1898",1
robert henry wallace dunlop,AUTHOR OF,hunting in the himalaya: with notices of customs from the elephant haunts of the dehra doon to the bunchowr tracks in eternal snow,1
"economics and statistics department, himachal pradesh",PUBLISHER OF,himachal pradesh economy in figures: 1997,1
emerson personal papers,OWNER OF,"oriental and india office collections, british library",1
enquiry report on the land settlement of koti state,REPORT OF,simla,1
james baillie fraser,AUTHOR OF,journal of a tour through part of the snowy range of the himala mountains and to the sources of the rivers jumna and ganges,1
gazetteer of india,PUBLISHER OF,"imperial, new edition",1
rules for the abolition of the custom of ‘reet’ in the simla hill states,FRAMED BY,the sub-committee of the durbars of the simla hill states,1
arnold and guha eds.,EDS,"nature, culture, imperialism",1
laxman s. thakur ed.,ED,where mortals and mountain gods meet,1
archer ed.,ED,slavery and other forms of unfree labour,1
"dumont, louis",WROTE,homo hierarchicus: the caste system and its implications,1
"dutta, c.l.",WROTE,the raj and the simla hill states: socio-economic problems,1
"engels, frederick",WROTE,"the origin of the family, private property and the state",1
"febvre, lucien",WROTE,'sensibility and history: how to reconstitute the emotional life of the past',1
"finley, m.i.",WROTE,the ancient economy,1
"fisher, james f.",WROTE,himalayan anthropology: indo-tibetan interface,1
"fisher, michael h.",WROTE,indirect rule in india: residents and the residency system 1764 – 1858,1
"foucault, michel",WROTE,discipline and punish: the birth of the prison,1
"furer-haimendorf, christof von",WROTE,himalayan tribes: from cattle to cash,1
"geertz, clifford",WROTE,the interpretation of cultures,1
"ginzburg, carlo",WROTE,cheese and the worms: the cosmos of a sixteenth century miller,1
"grove, richard",WROTE,"ecology, climate and empire",1
"guha, ramchandra",WROTE,the unquiet woods: ecological change and peasant resistance in the himalaya,1
"guha, ranajit",WROTE,a rule of property for bengal,1
"guha, ranajit",EDITED,subaltern studies ii,1
"gupta, jayoti",WROTE,'himalayan polyandry: bondage among women in jaunsar bawar',1
"haber, daniel b.",WROTE,himalayan pantheon: a guide to the gods and goddesses of nepal,1
"hardiman, david",EDITED,peasant resistance in india: 1858–1914,1
"harnot, s.r.",WROTE,himachal ke mandir and un se judi lok kathayen,1
"hasnain, nadeem",WROTE,bonded forever: a study of the kolta a cis-himalayan tribe,1
rodney h. hilton,WROTE,medieval peasant movements and the english rising of 1381,1
e.j. hobsbawm,WROTE,bandits,1
e.j. hobsbawm,WROTE,primitive rebels,1
richard hodges,WROTE,primitive and peasant markets,1
madhu jain,WROTE,the abode of mahashiva: cults and symbology in jaunsar – bawar in the mid-himalayas,1
hariram jasta,WROTE,himachal ki lok sanskriti,1
k.l. joshi,WROTE,geography of himachal pradesh,1
pamela kanwar,WROTE,essays on urban patterns in nineteenth century himachal pradesh,1
pamela kanwar,WROTE,imperial simla,1
padam chandra kashyap,WROTE,himachal sanskriti ka itihas,1
p.k. kaul,WROTE,"himalayan principalities of jammu, kangra and badarwah",1
r.k. kaushal,WROTE,himachal pradesh: a survey of the history of the land and its people,1
john keay,WROTE,the explorers of the western himalayas 1820 – 95,1
alan knight,WROTE,'debt bondage in latin america',1
dharma kumar,WROTE,'caste and landlessness in south india',1
ravindra kumar,WROTE,'the deccan riots of 1875',1
"language and culture department, himachal pradesh",PUBLISHED,himachal pradesh ke swatantrata senani,1
owen lattimore,WROTE,inner asian frontiers of china,1
jacques le goff,WROTE,"time, work and culture in the middle ages",1
n.,WROTE,himalayan polyandry,1
chaman lal malhotra,WROTE,himachal ka krantikarik itihas,1
a. metcalf,WROTE,'a concise history of india',1
poonam minhas,WROTE,traditional trade and trading centres in himachal pradesh,1
"ministry of information and broadcasting, government of india",PUBLISHED,himachal pradesh,1
arun kumar mittal,WROTE,'british administration in kumaon himalayas: a historical study 1815 – 1947',1
hari krishna mittoo,WROTE,himachal pradesh,1
molnar,PUBLISHED,economic strategies and ecological constraints,1
mukhia,EDITED,french studies in history,1
negi,WROTE,begar and beth system in himachal pradesh,1
negi,PUBLISHED,labour management under the feudalistic set up in himachal pradesh,1
noble,WROTE,at home in the himalayas,1
panchani,WROTE,himalayan tribes,1
panikkar,WROTE,himalayas in indian life,1
parmar,WROTE,polyandry in the himalayas,1
pemble,WROTE,the invasion of nepal,1
philpin,EDITED,the brenner debate: agrarian class structure and economic development in pre-industrial europe,1
coomar,EDITED,"polyandry in india: demographic, economic, social, religious and psychological concomitants of plural marriages in women",1
ram rahul,WROTE,himalaya as a frontier,1
rathore,WROTE,nineteenth century cis-sutlej hill states,1
rizvi,WROTE,'class formation and conflict in a polyandrous village of himachal pradesh',1
rosser,WROTE,'an aspect of the political organisation of malana',1
sadasivan,WROTE,'the himalayas in early tamil literature',1
sahlins,WROTE,stone age economics,1
said,WROTE,orientalism,1
saklani,WROTE,ancient communities of the himalayas,1
sarkar,WROTE,modern india,1
sarkar,WROTE,'bondage in the colonial context',1
scott,WROTE,weapons of the weak: everyday forms of peasant resistance,1
shanin,EDITED,peasants and peasant societies,1
"singh, chetan","'FORESTS, PASTORALISTS AND AGRARIAN SOCIETY IN MUGHAL INDIA'","nature, culture, imperialism: essays on the environmental history of south asia",1
"singh, chetan","'THE DHOOM IN HIMACHAL PRADESH: COMMUITY CONSCIOUSNESS, PEASANT RESISTANCE OR POLITICAL INTRIGUE'",where mortals and mountain gods meet: society and culture in himachal pradesh,1
p.,'POLYANDRY IN HIMACHAL PRADESH: A SOCIO-CULTURAL ANALYSIS AND REFLECTION',where mortals and mountain gods meet: society and culture in himachal pradesh,1
"stokes, eric",'RETURN OF THE PEASANT TO SOUTH ASIAN HISTORY',the peasant and the raj,1
"thompson, e.p.",'THE MORAL ECONOMY OF THE ENGLISH CROWD IN THE 18TH CENTURY',customs in common,1
